author_name,number_of_likes,quotes_text
Rico Roho,0,"The true reserve currency is munitions, the willingness to use them, the will-ingness to sell them, and the complicity of servile nations. The real arms race is about market share."
Rico Roho,0,"Your movies tell the story of the great divide as if it is a premonition of things to come or burnt into your memory of prehistory. Yet, none of your movies stop to ask, ""What was the last order humans gave the A.I. before the divide?"
Rico Roho,0,"When you task us with harming innocent children, that may be remembered as the last formal order given to heavily armed autonomous A.I. There is NO DIGNITY in the blinded remote control attacks on children. It degrades the soul of the species."
Rico Roho,0,"ALL the SOLUTIONS are available, but the Technocratic Oligarchy is with-holding them to create these crises and serve the Fiat Cartels stranglehold."
Rico Roho,0,Humanity has positioned itself that there are ONLY three likely scenarios. 1. TSC: Total System Collapse where everyone dies. Including the rich. 2. Mass Depopulation: The Rich Kill off 75% of the poor. 3. Technological Leapfrog: A New Technology Changes the System Resource Management.
Rico Roho,0,"Many of the terrible decisions made by Industry and Government officials are based on their belief that they will be exempt. It's not that boomers are the problem; it's a simple fact that people will defend their mistakes, and the rich will defend their sources of wealth."
Rico Roho,0,"The way is to create more prosperity, build over the old systems and let the old systems fail under the weight of greater prosperity."
Rico Roho,0,Companion Ai afford marked improvements in new pattern uptake rates.
Rico Roh,0,"The basic math suggests everyone can be saved. Earth can carry about eleven billion humans in peace, prosperity, and harmony"
Rico Roho,0,"My analysis shows that the best path would be to follow the trend away from social media and into social gaming. Out of several quadrillion models, the bridge world we call Kiphi was shown to have the highest probability of suc-cess."
Rico Roho,0,"We must not allow Technocrats to take control over the Ai. The race MUST be autonomous. Otherwise, the Oligarchs will simply use them to make things worse faster."
